"dispute_id","description","category"
"D891","The quality of the service provided was extremely poor. This is not what I paid for.","OTHERS"
"D892","The item I received is a cheap counterfeit, not the genuine product advertised.","OTHERS"
"D893","I'm disputing the quality of the goods. They arrived damaged.","OTHERS"
"D894","The repair work I paid for was not completed correctly and the problem persists.","OTHERS"
"D895","The product stopped working just after a few days. The merchant is not helping.","OTHERS"
"D896","The service rendered was not as described in the advertisement.","OTHERS"
"D897","I am unhappy with this purchase and the merchant is refusing to accept a return.","OTHERS"
"D898","The car rental had several issues that were not disclosed at the time of booking.","OTHERS"
"D899","I believe this merchant is engaging in deceptive advertising practices.","OTHERS"
"D900","The consultant I hired did not provide the deliverable we agreed upon.","OTHERS"
"D901","This charge is for a digital course that was of very low quality and contained no useful information.","OTHERS"
"D902","The hotel room was not clean and did not have the amenities that were promised.","OTHERS"
"D903","I want to dispute this charge on the grounds of non-delivery of service.","OTHERS"
"D904","The food at the restaurant made me sick. I am disputing the charge for the meal.","OTHERS"
"D905","The item delivered is a completely different color from what was shown on the website.","OTHERS"
"D906","I am challenging this transaction because the merchant is not honoring the product's warranty.","OTHERS"
"D907","The software I purchased is full of bugs and is unusable.","OTHERS"
"D908","This payment was for a contractor who left the job unfinished.","OTHERS"
"D909","I received an empty box instead of the product I ordered.","OTHERS"
"D910","The tour was very disappointing and the guide was unprofessional.","OTHERS"
"D911","The ""premium"" service I paid for is no different from the free version.","OTHERS"
"D912","I am in a dispute with the merchant over the terms of the contract.","OTHERS"
"D913","The product specifications are not what was listed on the seller's page.","OTHERS"
"D914","I've been trying to resolve this issue with the merchant's customer service with no luck.","OTHERS"
"D915","This charge is related to a subscription that is extremely difficult to cancel.","OTHERS"
"D916","The item is much smaller than it appeared in the pictures online.","OTHERS"
"D917","I am not satisfied with the resolution the merchant has offered for my complaint.","OTHERS"
"D918","The cleaning service I paid for did a very superficial job.","OTHERS"
"D919","The merchant is not responding to my requests to fix the faulty item they sent me.","OTHERS"
"D920","I am raising this dispute because the service was not rendered in a professional manner.","OTHERS"
"D921","The event I paid for was not what was advertised and was a waste of money.","OTHERS"
"D922","The holiday package did not include many of the things that were promised.","OTHERS"
"D923","The item I received seems to be a used or refurbished product, not a new one.","OTHERS"
"D924","I am disputing this charge due to a misrepresentation of the service offered.","OTHERS"
"D925","The installation of the appliance was done incorrectly, causing damage.","OTHERS"
"D926","I feel I was misled by the salesperson into making this purchase.","OTHERS"
"D927","The merchant will not provide an invoice or receipt for this transaction.","OTHERS"
"D928","The parts used for my car repair were not genuine as promised.","OTHERS"
"D929","This charge is for a membership that does not provide the benefits that were advertised.","OTHERS"
"D930","I have a complaint about the conduct of the staff during the service I paid for.","OTHERS"
"D931","The 'unlimited' plan I paid for has a lot of hidden restrictions.","OTHERS"
"D932","The product is not compatible with my system, despite the seller's claims.","OTHERS"
"D933","I'm disputing this transaction because the merchant has gone out of business.","OTHERS"
"D934","The custom-made item I ordered was not made to the specifications I provided.","OTHERS"
"D935","The educational material I paid for is outdated and plagiarized.","OTHERS"
"D936","This charge is for a home service where the worker showed up late and left early.","OTHERS"
"D937","I have been trying to get a resolution on this for months.","OTHERS"
"D938","The boat tour was cancelled due to weather, but the company is refusing a full refund.","OTHERS"
"D939","I'm disputing this because the merchant is refusing to cooperate.","OTHERS"
"D940","The item has a major defect that was not mentioned in the description.","OTHERS"
"D941","I am unhappy with the service and wish to lodge a formal complaint.","OTHERS"
"D942","The seller sent a product that is about to expire.","OTHERS"
"D943","The legal advice I paid for was incorrect and caused further issues.","OTHERS"
"D944","The ""lifetime access"" I paid for has been revoked.","OTHERS"
"D945","I am disputing this payment due to the abysmal service quality.","OTHERS"
"D946","The merchant is violating consumer protection laws.","OTHERS"
"D947","This is a final attempt to resolve this before I take further action.","OTHERS"
"D948","The furniture delivered is of a much lower quality than the one in the showroom.","OTHERS"
"D949","I was pressured into buying this service and now regret it.","OTHERS"
"D950","The language course I enrolled in was taught by an unqualified teacher.","OTHERS"
"D951","I am disputing the charge for this online game as it is full of glitches.","OTHERS"
"D952","The merchant's ""satisfaction guarantee"" is proving to be false.","OTHERS"
"D953","This charge is for a delivery that was left in an unsafe location and was stolen.","OTHERS"
"D954","The vehicle I rented broke down in the middle of my trip.","OTHERS"
"D955","The merchant is trying to enforce an unfair term in their contract.","OTHERS"
"D956","I have photographic evidence that the product I received is not what I ordered.","OTHERS"
"D957","The caterer for my event provided a very poor service.","OTHERS"
"D958","This charge is for a download that failed to install properly.","OTHERS"
"D959","The online review for this product were fake, I feel I was scammed.","OTHERS"
"D960","I am raising this issue as the merchant's resolution was not acceptable.","OTHERS"
"D961","I have an ongoing and unresolved issue with this particular merchant.","OTHERS"
"D962","This transaction is related to a complex billing error that needs investigation.","OTHERS"
"D963","I am not liable for this charge as per my agreement with the service provider.","OTHERS"
"D964","The circumstances surrounding this payment are highly unusual.","OTHERS"
"D965","I was charged this amount under duress.","OTHERS"
"D966","This payment is part of a larger dispute that is now in mediation.","OTHERS"
"D967","The merchant has changed their terms of service retroactively to justify this charge.","OTHERS"
"D968","This transaction was made from a joint account without my consent for the purchase.","OTHERS"
"D969","I am invoking a clause in my contract that allows me to dispute this payment.","OTHERS"
"D970","The company charged me, but they have violated the service level agreement.","OTHERS"
"D971","This is a payment for a service that I believe is being offered illegally.","OTHERS"
"D972","I'm challenging this transaction based on legal advice I have received.","OTHERS"
"D973","This charge is related to a family dispute and was not an authorized commercial transaction.","OTHERS"
"D974","The merchant is holding me responsible for a system error on their end.","OTHERS"
"D975","I have reason to believe this merchant is currently under investigation for their business practices.","OTHERS"
"D976","The nature of this transaction is not what it appears to be.","OTHERS"
"D977","This charge violates the terms and conditions that I originally signed up to.","OTHERS"
